x  y  draw  fill  sizedata
15 14 247,182,210 247,182,210 0.0
16 14 247,182,210 247,182,210 4.607740162862792
17 14 247,182,210 247,182,210 4.460310290381928
18 14 247,182,210 247,182,210 7.49544494419371
19 14 247,182,210 247,182,210 5.946783025722324
20 14 247,182,210 247,182,210 5.789475884322618

16 15 127,127,127 127,127,127 0.0
17 15 127,127,127 127,127,127 4.460310290381928
18 15 127,127,127 127,127,127 0.0
19 15 127,127,127 127,127,127 4.206902622098443
20 15 127,127,127 127,127,127 5.789475884322618

17 16 199,199,199 199,199,199 4.460310290381928
18 16 199,199,199 199,199,199 0.0
19 16 199,199,199 199,199,199 4.206902622098443
20 16 199,199,199 199,199,199 4.091833331560242

18 17 188,189,34 188,189,34 6.118271211315643
19 17 188,189,34 188,189,34 7.284384533152949
20 17 188,189,34 188,189,34 5.789475884322618

19 18 219,219,141 219,219,141 0.0
20 18 219,219,141 219,219,141 0.0
